,Date,Price,Open,High,Low,Change %,,,,,
Sunday,27/11/16,"6,912400","6,912400","6,913800","6,906667","-0,106667",,,,27/11/16,Sunday
Monday,28/11/16,"6,908700","6,907500","6,909100","6,902900","-0,160000000000000000",-0.16%,,,28/11/16,Monday
Tuesday,29/11/16,"6,896800","6,894200","6,902100","6,893500","-0,170000000000000000",-0.17%,,,29/11/16,Tuesday
Wednesday,30/11/16,"6,886800","6,886400","6,889700","6,883800","-0,140000000000000000",-0.14%,,,30/11/16,Wednesday
Thursday,01/12/16,"6,886500","6,893500","6,899200","6,886500","0,000000000000000000",-0.00%,,,01/12/16,Thursday
Friday,02/12/16,"6,886500","6,882600","6,890300","6,882200","0,000000000000000000",0.00%,,,02/12/16,Friday
Saturday,03/12/16,"6,884667","6,883833","6,891300","6,881467","-0,026667",,,,03/12/16,Saturday
Sunday,04/12/16,"6,882833","6,885067","6,892300","6,880733","-0,053333",,,,04/12/16,Sunday
Monday,05/12/16,"6,881000","6,886300","6,893300","6,880000","-0,080000000000000000",-0.08%,,,05/12/16,Monday
Tuesday,06/12/16,"6,882000","6,879100","6,882100","6,865300","0,010000000000000000",0.01%,,,06/12/16,Tuesday
Wednesday,07/12/16,"6,880500","6,881500","6,893800","6,879000","-0,020000000000000000",-0.02%,,,07/12/16,Wednesday
Thursday,08/12/16,"6,879900","6,882700","6,883200","6,875900","-0,010000000000000000",-0.01%,,,08/12/16,Thursday
Friday,09/12/16,"6,907700","6,902000","6,908500","6,900900","0,400000000000000000",0.40%,,,09/12/16,Friday
Saturday,10/12/16,"6,907433","6,904800","6,911900","6,902900","0,263333",,,,10/12/16,Saturday
Sunday,11/12/16,"6,907167","6,907600","6,915300","6,904900","0,126667",,,,11/12/16,Sunday
Monday,12/12/16,"6,906900","6,910400","6,918700","6,906900","-0,010000000000000000",-0.01%,,,12/12/16,Monday
Tuesday,13/12/16,"6,901700","6,907800","6,907800","6,900800","-0,080000000000000000",-0.08%,,,13/12/16,Tuesday
Wednesday,14/12/16,"6,905100","6,902600","6,910200","6,900900","0,050000000000000000",0.05%,,,14/12/16,Wednesday
Thursday,15/12/16,"6,944300","6,905700","6,944400","6,905700","0,570000000000000000",0.57%,,,15/12/16,Thursday
Friday,16/12/16,"6,960300","6,952000","6,962500","6,947900","0,230000000000000000",0.23%,,,16/12/16,Friday
Saturday,17/12/16,"6,958167","6,948933","6,959867","6,946200","0,123333",,,,17/12/16,Saturday
Sunday,18/12/16,"6,956033","6,945867","6,957233","6,944500","0,016667",,,,18/12/16,Sunday
Monday,19/12/16,"6,953900","6,942800","6,954600","6,942800","-0,090000000000000000",-0.09%,,,19/12/16,Monday
Tuesday,20/12/16,"6,950500","6,950500","6,959500","6,949400","-0,050000000000000000",-0.05%,,,20/12/16,Tuesday
Wednesday,21/12/16,"6,942100","6,950100","6,954800","6,942100","-0,120000000000000000",-0.12%,,,21/12/16,Wednesday
Thursday,22/12/16,"6,950400","6,945200","6,951600","6,945200","0,120000000000000000",0.12%,,,22/12/16,Thursday
Friday,23/12/16,"6,946400","6,948200","6,953200","6,944200","-0,060000000000000000",-0.06%,,,23/12/16,Friday
Saturday,24/12/16,"6,947233","6,946767","6,952333","6,944100","-0,026667",,,,24/12/16,Saturday
Sunday,25/12/16,"6,948067","6,945333","6,951467","6,944000","0,006667",,,,25/12/16,Sunday
Monday,26/12/16,"6,948900","6,943900","6,950600","6,943900","0,040000000000000000",0.04%,,,26/12/16,Monday
Tuesday,27/12/16,"6,952500","6,951400","6,954200","6,946400","0,050000000000000000",0.05%,,,27/12/16,Tuesday
Wednesday,28/12/16,"6,959300","6,951500","6,962000","6,951500","0,100000000000000000",0.10%,,,28/12/16,Wednesday
Thursday,29/12/16,"6,955200","6,950300","6,957500","6,949700","-0,060000000000000000",-0.06%,,,29/12/16,Thursday
Friday,30/12/16,"6,945000","6,955500","6,955500","6,942000","-0,150000000000000000",-0.15%,,,30/12/16,Friday
Saturday,31/12/16,"6,945000","6,952000","6,952000","6,943000","-0,100000",,,,31/12/16,Saturday
Sunday,01/01/17,"6,945000","6,948500","6,948500","6,944000","-0,050000",,,,01/01/17,Sunday
Monday,02/01/17,"6,945000","6,945000","6,945000","6,945000","0,000000000000000000",0.00%,,,02/01/17,Monday
Tuesday,03/01/17,"6,961000","6,956900","6,963800","6,955800","0,230000000000000000",0.23%,,,03/01/17,Tuesday
Wednesday,04/01/17,"6,935100","6,957000","6,959400","6,935100","-0,370000000000000000",-0.37%,,,04/01/17,Wednesday
Thursday,05/01/17,"6,890000","6,930000","6,932400","6,870900","-0,650000000000000000",-0.65%,,,05/01/17,Thursday
Friday,06/01/17,"6,920700","6,877200","6,940400","6,876200","0,450000000000000000",0.45%,,,06/01/17,Friday
Saturday,07/01/17,"6,926300","6,895300","6,939633","6,894633","0,380000",,,,07/01/17,Saturday
Sunday,08/01/17,"6,931900","6,913400","6,938867","6,913067","0,310000",,,,08/01/17,Sunday
Monday,09/01/17,"6,937500","6,931500","6,938100","6,931500","0,240000000000000000",0.24%,,,09/01/17,Monday
Tuesday,10/01/17,"6,921500","6,932100","6,934300","6,921500","-0,230000000000000000",-0.23%,,,10/01/17,Tuesday
Wednesday,11/01/17,"6,937700","6,926700","6,937900","6,923200","0,230000000000000000",0.23%,,,11/01/17,Wednesday
Thursday,12/01/17,"6,891500","6,920500","6,924600","6,888900","-0,670000000000000000",-0.67%,,,12/01/17,Thursday
Friday,13/01/17,"6,900500","6,901000","6,905100","6,887100","0,130000000000000000",0.13%,,,13/01/17,Friday
Saturday,14/01/17,"6,900633","6,900067","6,904200","6,889100","0,090000",,,,14/01/17,Saturday
Sunday,15/01/17,"6,900767","6,899133","6,903300","6,891100","0,050000",,,,15/01/17,Sunday
Monday,16/01/17,"6,900900","6,898200","6,902400","6,893100","0,010000000000000000",0.01%,,,16/01/17,Monday
Tuesday,17/01/17,"6,854600","6,901600","6,905900","6,854600","-0,670000000000000000",-0.67%,,,17/01/17,Tuesday
Wednesday,18/01/17,"6,839000","6,853100","6,874100","6,831900","-0,230000000000000000",-0.23%,,,18/01/17,Wednesday
Thursday,19/01/17,"6,871200","6,863100","6,880100","6,853900","0,470000000000000000",0.47%,,,19/01/17,Thursday
Friday,20/01/17,"6,876500","6,861500","6,882100","6,861500","0,080000000000000000",0.08%,,,20/01/17,Friday
Saturday,21/01/17,"6,868967","6,860867","6,874900","6,853000","-0,056667",,,,21/01/17,Saturday
Sunday,22/01/17,"6,861433","6,860233","6,867700","6,844500","-0,193333",,,,22/01/17,Sunday
Monday,23/01/17,"6,853900","6,859600","6,860500","6,836000","-0,330000000000000000",-0.33%,,,23/01/17,Monday
Tuesday,24/01/17,"6,859000","6,841400","6,865200","6,841400","0,070000000000000000",0.07%,,,24/01/17,Tuesday
Wednesday,25/01/17,"6,883600","6,858200","6,885500","6,858200","0,360000000000000000",0.36%,,,25/01/17,Wednesday
Thursday,26/01/17,"6,881700","6,873800","6,885600","6,873400","-0,030000000000000000",-0.03%,,,26/01/17,Thursday
Friday,27/01/17,"6,881700","6,881700","6,881700","6,881700","0,000000000000000000",0.00%,,,27/01/17,Friday
Saturday,28/01/17,"6,881700","6,881700","6,881700","6,881700","0,000000",,,,28/01/17,Saturday
Sunday,29/01/17,"6,881700","6,881700","6,881700","6,881700","0,000000",,,,29/01/17,Sunday
Monday,30/01/17,"6,881700","6,881700","6,881700","6,881700","0,000000000000000000",0.00%,,,30/01/17,Monday
Tuesday,31/01/17,"6,881700","6,881700","6,881700","6,881700","0,000000000000000000",0.00%,,,31/01/17,Tuesday
Wednesday,01/02/17,"6,881700","6,881700","6,881700","6,881700","0,000000000000000000",0.00%,,,01/02/17,Wednesday
Thursday,02/02/17,"6,881700","6,881700","6,881700","6,881700","0,000000000000000000",0.00%,,,02/02/17,Thursday
Friday,03/02/17,"6,869700","6,870000","6,879400","6,869100","-0,170000000000000000",-0.17%,,,03/02/17,Friday
Saturday,04/02/17,"6,867467","6,868500","6,876533","6,865733","-0,146667",,,,04/02/17,Saturday
Sunday,05/02/17,"6,865233","6,867000","6,873667","6,862367","-0,123333",,,,05/02/17,Sunday
Monday,06/02/17,"6,863000","6,865500","6,870800","6,859000","-0,100000000000000000",-0.10%,,,06/02/17,Monday
Tuesday,07/02/17,"6,884300","6,862500","6,886300","6,861200","0,310000000000000000",0.31%,,,07/02/17,Tuesday
Wednesday,08/02/17,"6,872300","6,882200","6,893900","6,870300","-0,170000000000000000",-0.17%,,,08/02/17,Wednesday
Thursday,09/02/17,"6,868900","6,868000","6,873700","6,862200","-0,050000000000000000",-0.05%,,,09/02/17,Thursday
Friday,10/02/17,"6,878500","6,876100","6,882600","6,874000","0,140000000000000000",0.14%,,,10/02/17,Friday
Saturday,11/02/17,"6,879500","6,877967","6,885733","6,873467","0,106667",,,,11/02/17,Saturday
Sunday,12/02/17,"6,880500","6,879833","6,888867","6,872933","0,073333",,,,12/02/17,Sunday
Monday,13/02/17,"6,881500","6,881700","6,892000","6,872400","0,040000000000000000",0.04%,,,13/02/17,Monday
Tuesday,14/02/17,"6,867400","6,877600","6,889400","6,858900","-0,200000000000000000",-0.20%,,,14/02/17,Tuesday
Wednesday,15/02/17,"6,871100","6,870100","6,877800","6,863300","0,050000000000000000",0.05%,,,15/02/17,Wednesday
Thursday,16/02/17,"6,853700","6,862500","6,863900","6,848900","-0,250000000000000000",-0.25%,,,16/02/17,Thursday
Friday,17/02/17,"6,866500","6,855000","6,873500","6,854900","0,190000000000000000",0.19%,,,17/02/17,Friday
Saturday,18/02/17,"6,870500","6,859500","6,876533","6,859100","0,183333",,,,18/02/17,Saturday
Sunday,19/02/17,"6,874500","6,864000","6,879567","6,863300","0,176667",,,,19/02/17,Sunday
Monday,20/02/17,"6,878500","6,868500","6,882600","6,867500","0,170000000000000000",0.17%,,,20/02/17,Monday
Tuesday,21/02/17,"6,884100","6,880800","6,889500","6,880000","0,080000000000000000",0.08%,,,21/02/17,Tuesday
Wednesday,22/02/17,"6,877700","6,879400","6,883400","6,875400","-0,090000000000000000",-0.09%,,,22/02/17,Wednesday
Thursday,23/02/17,"6,866100","6,881700","6,884000","6,864600","-0,170000000000000000",-0.17%,,,23/02/17,Thursday
Friday,24/02/17,"6,869000","6,873500","6,878300","6,869000","0,040000000000000000",0.04%,,,24/02/17,Friday
Saturday,25/02/17,"6,869600","6,875500","6,879433","6,868967","0,036667",,,,25/02/17,Saturday
Sunday,26/02/17,"6,870200","6,877500","6,880567","6,868933","0,033333",,,,26/02/17,Sunday
Monday,27/02/17,"6,870800","6,879500","6,881700","6,868900","0,030000000000000000",0.03%,,,27/02/17,Monday
Tuesday,28/02/17,"6,867800","6,872300","6,872900","6,862400","-0,040000000000000000",-0.04%,,,28/02/17,Tuesday
Wednesday,01/03/17,"6,881900","6,875500","6,882600","6,874900","0,210000000000000000",0.21%,,,01/03/17,Wednesday
Thursday,02/03/17,"6,889900","6,880200","6,891100","6,880100","0,120000000000000000",0.12%,,,02/03/17,Thursday
Friday,03/03/17,"6,897200","6,891800","6,907900","6,891800","0,110000000000000000",0.11%,,,03/03/17,Friday
Saturday,04/03/17,"6,897267","6,890133","6,905433","6,890133","0,073333",,,,04/03/17,Saturday
Sunday,05/03/17,"6,897333","6,888467","6,902967","6,888467","0,036667",,,,05/03/17,Sunday
Monday,06/03/17,"6,897400","6,886800","6,900500","6,886800","0,000000000000000000",0.00%,,,06/03/17,Monday
Tuesday,07/03/17,"6,902500","6,899400","6,907100","6,898700","0,070000000000000000",0.07%,,,07/03/17,Tuesday
Wednesday,08/03/17,"6,913100","6,900900","6,913300","6,900200","0,150000000000000000",0.15%,,,08/03/17,Wednesday
Thursday,09/03/17,"6,911300","6,912900","6,922600","6,908500","-0,030000000000000000",-0.03%,,,09/03/17,Thursday
Friday,10/03/17,"6,909500","6,914700","6,921700","6,908000","-0,030000000000000000",-0.03%,,,10/03/17,Friday
Saturday,11/03/17,"6,911167","6,912133","6,919333","6,907333","0,003333",,,,11/03/17,Saturday
Sunday,12/03/17,"6,912833","6,909567","6,916967","6,906667","0,036667",,,,12/03/17,Sunday
Monday,13/03/17,"6,914500","6,907000","6,914600","6,906000","0,070000000000000000",0.07%,,,13/03/17,Monday
Tuesday,14/03/17,"6,915000","6,913600","6,922400","6,913100","0,010000000000000000",0.01%,,,14/03/17,Tuesday
Wednesday,15/03/17,"6,914700","6,910600","6,917300","6,910500","0,000000000000000000",-0.00%,,,15/03/17,Wednesday
Thursday,16/03/17,"6,898000","6,916200","6,916200","6,891000","-0,240000000000000000",-0.24%,,,16/03/17,Thursday
Friday,17/03/17,"6,903400","6,898400","6,911000","6,898400","0,080000000000000000",0.08%,,,17/03/17,Friday
Saturday,18/03/17,"6,905100","6,900567","6,911067","6,900100","0,076667",,,,18/03/17,Saturday
Sunday,19/03/17,"6,906800","6,902733","6,911133","6,901800","0,073333",,,,19/03/17,Sunday
Monday,20/03/17,"6,908500","6,904900","6,911200","6,903500","0,070000000000000000",0.07%,,,20/03/17,Monday
Tuesday,21/03/17,"6,887000","6,909000","6,911400","6,887000","-0,310000000000000000",-0.31%,,,21/03/17,Tuesday
Wednesday,22/03/17,"6,882800","6,887300","6,895900","6,882800","-0,060000000000000000",-0.06%,,,22/03/17,Wednesday
Thursday,23/03/17,"6,886100","6,887900","6,894900","6,884900","0,050000000000000000",0.05%,,,23/03/17,Thursday
Friday,24/03/17,"6,883700","6,887700","6,899800","6,883700","-0,030000000000000000",-0.03%,,,24/03/17,Friday
Saturday,25/03/17,"6,880067","6,886133","6,894200","6,878367","-0,073333",,,,25/03/17,Saturday
Sunday,26/03/17,"6,876433","6,884567","6,888600","6,873033","-0,116667",,,,26/03/17,Sunday
Monday,27/03/17,"6,872800","6,883000","6,883000","6,867700","-0,160000000000000000",-0.16%,,,27/03/17,Monday
Tuesday,28/03/17,"6,880200","6,871000","6,889200","6,870700","0,110000000000000000",0.11%,,,28/03/17,Tuesday
Wednesday,29/03/17,"6,890000","6,880000","6,896000","6,880000","0,140000000000000000",0.14%,,,29/03/17,Wednesday
Thursday,30/03/17,"6,889400","6,890300","6,897400","6,889400","-0,010000000000000000",-0.01%,,,30/03/17,Thursday
Friday,31/03/17,"6,887100","6,890900","6,906400","6,886700","-0,030000000000000000",-0.03%,,,31/03/17,Friday
Saturday,01/04/17,"6,887100","6,889633","6,899967","6,886833","-0,020000",,,,01/04/17,Saturday
Sunday,02/04/17,"6,887100","6,888367","6,893533","6,886967","-0,010000",,,,02/04/17,Sunday
Monday,03/04/17,"6,887100","6,887100","6,887100","6,887100","0,000000000000000000",0.00%,,,03/04/17,Monday
Tuesday,04/04/17,"6,887100","6,887100","6,887100","6,887100","0,000000000000000000",0.00%,,,04/04/17,Tuesday
Wednesday,05/04/17,"6,894800","6,886000","6,899000","6,886000","0,110000000000000000",0.11%,,,05/04/17,Wednesday
Thursday,06/04/17,"6,897800","6,894300","6,904700","6,894300","0,040000000000000000",0.04%,,,06/04/17,Thursday
Friday,07/04/17,"6,900400","6,898100","6,906200","6,890400","0,040000000000000000",0.04%,,,07/04/17,Friday
Saturday,08/04/17,"6,901300","6,901833","6,909167","6,894633","0,040000",,,,08/04/17,Saturday
Sunday,09/04/17,"6,902200","6,905567","6,912133","6,898867","0,040000",,,,09/04/17,Sunday
Monday,10/04/17,"6,903100","6,909300","6,915100","6,903100","0,040000000000000000",0.04%,,,10/04/17,Monday
Tuesday,11/04/17,"6,892300","6,901800","6,906800","6,891000","-0,160000000000000000",-0.16%,,,11/04/17,Tuesday
Wednesday,12/04/17,"6,891500","6,891800","6,901900","6,890200","-0,010000000000000000",-0.01%,,,12/04/17,Wednesday
Thursday,13/04/17,"6,890000","6,892500","6,892500","6,876500","-0,020000000000000000",-0.02%,,,13/04/17,Thursday
Friday,14/04/17,"6,885400","6,888400","6,889300","6,882100","-0,070000000000000000",-0.07%,,,14/04/17,Friday
Saturday,15/04/17,"6,884367","6,886433","6,890067","6,880833","-0,063333",,,,15/04/17,Saturday
Sunday,16/04/17,"6,883333","6,884467","6,890833","6,879567","-0,056667",,,,16/04/17,Sunday
Monday,17/04/17,"6,882300","6,882500","6,891600","6,878300","-0,050000000000000000",-0.05%,,,17/04/17,Monday
Tuesday,18/04/17,"6,881900","6,884100","6,895100","6,880600","-0,010000000000000000",-0.01%,,,18/04/17,Tuesday
Wednesday,19/04/17,"6,888000","6,879800","6,889200","6,877000","0,090000000000000000",0.09%,,,19/04/17,Wednesday
Thursday,20/04/17,"6,882200","6,888300","6,893300","6,881900","-0,080000000000000000",-0.08%,,,20/04/17,Thursday
Friday,21/04/17,"6,885900","6,881400","6,886100","6,878900","0,050000000000000000",0.05%,,,21/04/17,Friday
Saturday,22/04/17,"6,885533","6,881200","6,886800","6,879500","0,026667",,,,22/04/17,Saturday
Sunday,23/04/17,"6,885167","6,881000","6,887500","6,880100","0,003333",,,,23/04/17,Sunday
Monday,24/04/17,"6,884800","6,880800","6,888200","6,880700","-0,020000000000000000",-0.02%,,,24/04/17,Monday
Tuesday,25/04/17,"6,884700","6,886300","6,889100","6,880900","0,000000000000000000",-0.00%,,,25/04/17,Tuesday
Wednesday,26/04/17,"6,892600","6,883300","6,892700","6,882800","0,110000000000000000",0.11%,,,26/04/17,Wednesday
Thursday,27/04/17,"6,897900","6,893900","6,900900","6,892100","0,080000000000000000",0.08%,,,27/04/17,Thursday
Friday,28/04/17,"6,893500","6,895600","6,901600","6,890300","-0,060000000000000000",-0.06%,,,28/04/17,Friday
Saturday,29/04/17,"6,893500","6,894900","6,898900","6,891367","-0,040000",,,,29/04/17,Saturday
Sunday,30/04/17,"6,893500","6,894200","6,896200","6,892433","-0,020000",,,,30/04/17,Sunday
Monday,01/05/17,"6,893500","6,893500","6,893500","6,893500","0,000000000000000000",0.00%,,,01/05/17,Monday
Tuesday,02/05/17,"6,896000","6,891000","6,898500","6,891000","0,040000000000000000",0.04%,,,02/05/17,Tuesday
Wednesday,03/05/17,"6,898900","6,896600","6,899000","6,890700","0,040000000000000000",0.04%,,,03/05/17,Wednesday
Thursday,04/05/17,"6,896200","6,896800","6,898800","6,890100","-0,040000000000000000",-0.04%,,,04/05/17,Thursday
Friday,05/05/17,"6,903100","6,893800","6,903200","6,893800","0,100000000000000000",0.10%,,,05/05/17,Friday
Saturday,06/05/17,"6,903567","6,895633","6,904367","6,895567","0,073333",,,,06/05/17,Saturday
Sunday,07/05/17,"6,904033","6,897467","6,905533","6,897333","0,046667",,,,07/05/17,Sunday
Monday,08/05/17,"6,904500","6,899300","6,906700","6,899100","0,020000000000000000",0.02%,,,08/05/17,Monday
Tuesday,09/05/17,"6,907400","6,907500","6,909500","6,905200","0,040000000000000000",0.04%,,,09/05/17,Tuesday
Wednesday,10/05/17,"6,903200","6,907100","6,909400","6,897000","-0,060000000000000000",-0.06%,,,10/05/17,Wednesday
Thursday,11/05/17,"6,903700","6,903400","6,908000","6,901600","0,010000000000000000",0.01%,,,11/05/17,Thursday
Friday,12/05/17,"6,899400","6,901400","6,907000","6,899400","-0,060000000000000000",-0.06%,,,12/05/17,Friday
Saturday,13/05/17,"6,897267","6,901000","6,905733","6,897267","-0,070000",,,,13/05/17,Saturday
Sunday,14/05/17,"6,895133","6,900600","6,904467","6,895133","-0,080000",,,,14/05/17,Sunday
Monday,15/05/17,"6,893000","6,900200","6,903200","6,893000","-0,090000000000000000",-0.09%,,,15/05/17,Monday
Tuesday,16/05/17,"6,886700","6,892600","6,896400","6,884500","-0,090000000000000000",-0.09%,,,16/05/17,Tuesday
Wednesday,17/05/17,"6,881900","6,888700","6,896300","6,881900","-0,070000000000000000",-0.07%,,,17/05/17,Wednesday
Thursday,18/05/17,"6,889300","6,884900","6,896900","6,884800","0,110000000000000000",0.11%,,,18/05/17,Thursday
Friday,19/05/17,"6,885000","6,890000","6,897400","6,884800","-0,060000000000000000",-0.06%,,,19/05/17,Friday
Saturday,20/05/17,"6,885467","6,888833","6,896967","6,884367","-0,033333",,,,20/05/17,Saturday
Sunday,21/05/17,"6,885933","6,887667","6,896533","6,883933","-0,006667",,,,21/05/17,Sunday
Monday,22/05/17,"6,886400","6,886500","6,896100","6,883500","0,020000000000000000",0.02%,,,22/05/17,Monday
Tuesday,23/05/17,"6,890000","6,884800","6,894100","6,881800","0,050000000000000000",0.05%,,,23/05/17,Tuesday
Wednesday,24/05/17,"6,889900","6,889600","6,895900","6,889500","0,000000000000000000",-0.00%,,,24/05/17,Wednesday
Thursday,25/05/17,"6,868900","6,889900","6,889900","6,865300","-0,300000000000000000",-0.30%,,,25/05/17,Thursday
Friday,26/05/17,"6,855600","6,870300","6,870300","6,849000","-0,190000000000000000",-0.19%,,,26/05/17,Friday
Saturday,27/05/17,"6,855600","6,865400","6,865400","6,851200","-0,126667",,,,27/05/17,Saturday
Sunday,28/05/17,"6,855600","6,860500","6,860500","6,853400","-0,063333",,,,28/05/17,Sunday
Monday,29/05/17,"6,855600","6,855600","6,855600","6,855600","0,000000000000000000",0.00%,,,29/05/17,Monday
Tuesday,30/05/17,"6,855600","6,855600","6,855600","6,855600","0,000000000000000000",0.00%,,,30/05/17,Tuesday
Wednesday,31/05/17,"6,810100","6,852800","6,852900","6,810100","-0,660000000000000000",-0.66%,,,31/05/17,Wednesday
Thursday,01/06/17,"6,807800","6,805600","6,811900","6,787900","-0,030000000000000000",-0.03%,,,01/06/17,Thursday
Friday,02/06/17,"6,811700","6,805200","6,824200","6,804500","0,060000000000000000",0.06%,,,02/06/17,Friday
Saturday,03/06/17,"6,809133","6,803000","6,818100","6,802100","0,003333",,,,03/06/17,Saturday
Sunday,04/06/17,"6,806567","6,800800","6,812000","6,799700","-0,053333",,,,04/06/17,Sunday
Monday,05/06/17,"6,804000","6,798600","6,805900","6,797300","-0,110000000000000000",-0.11%,,,05/06/17,Monday
Tuesday,06/06/17,"6,795300","6,803700","6,803700","6,792600","-0,130000000000000000",-0.13%,,,06/06/17,Tuesday
Wednesday,07/06/17,"6,795700","6,786300","6,797800","6,786200","0,010000000000000000",0.01%,,,07/06/17,Wednesday
Thursday,08/06/17,"6,800300","6,796300","6,801300","6,793800","0,070000000000000000",0.07%,,,08/06/17,Thursday
Friday,09/06/17,"6,798000","6,796100","6,804100","6,795500","-0,030000000000000000",-0.03%,,,09/06/17,Friday
Saturday,10/06/17,"6,798067","6,795733","6,802600","6,795267","-0,020000",,,,10/06/17,Saturday
Sunday,11/06/17,"6,798133","6,795367","6,801100","6,795033","-0,010000",,,,11/06/17,Sunday
Monday,12/06/17,"6,798200","6,795000","6,799600","6,794800","0,000000000000000000",0.00%,,,12/06/17,Monday
Tuesday,13/06/17,"6,799000","6,797100","6,799500","6,796500","0,010000000000000000",0.01%,,,13/06/17,Tuesday
Wednesday,14/06/17,"6,791700","6,798800","6,800600","6,788700","-0,110000000000000000",-0.11%,,,14/06/17,Wednesday
Thursday,15/06/17,"6,807900","6,789600","6,807900","6,789600","0,240000000000000000",0.24%,,,15/06/17,Thursday
Friday,16/06/17,"6,810400","6,804800","6,816200","6,804600","0,040000000000000000",0.04%,,,16/06/17,Friday
Saturday,17/06/17,"6,813433","6,806933","6,817433","6,805167","0,070000",,,,17/06/17,Saturday
Sunday,18/06/17,"6,816467","6,809067","6,818667","6,805733","0,100000",,,,18/06/17,Sunday
Monday,19/06/17,"6,819500","6,811200","6,819900","6,806300","0,130000000000000000",0.13%,,,19/06/17,Monday
Tuesday,20/06/17,"6,829200","6,818700","6,836000","6,818200","0,140000000000000000",0.14%,,,20/06/17,Tuesday
Wednesday,21/06/17,"6,829500","6,830500","6,836300","6,825000","0,000000000000000000",0.00%,,,21/06/17,Wednesday
Thursday,22/06/17,"6,834800","6,830000","6,836400","6,827500","0,080000000000000000",0.08%,,,22/06/17,Thursday
Friday,23/06/17,"6,836700","6,834600","6,845400","6,834600","0,030000000000000000",0.03%,,,23/06/17,Friday
Saturday,24/06/17,"6,838167","6,834367","6,845867","6,834367","0,040000",,,,24/06/17,Saturday
Sunday,25/06/17,"6,839633","6,834133","6,846333","6,834133","0,050000",,,,25/06/17,Sunday
Monday,26/06/17,"6,841100","6,833900","6,846800","6,833900","0,060000000000000000",0.06%,,,26/06/17,Monday
Tuesday,27/06/17,"6,812600","6,840800","6,846600","6,808800","-0,420000000000000000",-0.42%,,,27/06/17,Tuesday
Wednesday,28/06/17,"6,799800","6,811400","6,811400","6,794400","-0,190000000000000000",-0.19%,,,28/06/17,Wednesday
Thursday,29/06/17,"6,787000","6,801400","6,801400","6,774900","-0,190000000000000000",-0.19%,,,29/06/17,Thursday
Friday,30/06/17,"6,780900","6,785600","6,785600","6,761400","-0,090000000000000000",-0.09%,,,30/06/17,Friday
Saturday,01/07/17,"6,787500","6,783100","6,790833","6,766967","0,036667",,,,01/07/17,Saturday
Sunday,02/07/17,"6,794100","6,780600","6,796067","6,772533","0,163333",,,,02/07/17,Sunday
Monday,03/07/17,"6,800700","6,778100","6,801300","6,778100","0,290000000000000000",0.29%,,,03/07/17,Monday
Tuesday,04/07/17,"6,800700","6,800700","6,803000","6,797100","0,000000000000000000",0.00%,,,04/07/17,Tuesday
Wednesday,05/07/17,"6,801500","6,800500","6,803500","6,793600","0,010000000000000000",0.01%,,,05/07/17,Wednesday
Thursday,06/07/17,"6,801500","6,802000","6,807400","6,797700","0,000000000000000000",0.00%,,,06/07/17,Thursday
Friday,07/07/17,"6,805900","6,801100","6,805900","6,796900","0,060000000000000000",0.06%,,,07/07/17,Friday
Saturday,08/07/17,"6,805133","6,802367","6,805567","6,797867","0,030000",,,,08/07/17,Saturday
Sunday,09/07/17,"6,804367","6,803633","6,805233","6,798833","0,000000",,,,09/07/17,Sunday
Monday,10/07/17,"6,803600","6,804900","6,804900","6,799800","-0,030000000000000000",-0.03%,,,10/07/17,Monday
Tuesday,11/07/17,"6,802500","6,804100","6,808600","6,799700","-0,020000000000000000",-0.02%,,,11/07/17,Tuesday
Wednesday,12/07/17,"6,787700","6,802200","6,802200","6,786800","-0,220000000000000000",-0.22%,,,12/07/17,Wednesday
Thursday,13/07/17,"6,783500","6,787400","6,787400","6,776600","-0,060000000000000000",-0.06%,,,13/07/17,Thursday
Friday,14/07/17,"6,775800","6,784200","6,786000","6,769200","-0,110000000000000000",-0.11%,,,14/07/17,Friday
Saturday,15/07/17,"6,773867","6,781167","6,782767","6,767933","-0,103333",,,,15/07/17,Saturday
Sunday,16/07/17,"6,771933","6,778133","6,779533","6,766667","-0,096667",,,,16/07/17,Sunday
Monday,17/07/17,"6,770000","6,775100","6,776300","6,765400","-0,090000000000000000",-0.09%,,,17/07/17,Monday
Tuesday,18/07/17,"6,746300","6,770300","6,770300","6,741600","-0,350000000000000000",-0.35%,,,18/07/17,Tuesday
Wednesday,19/07/17,"6,751900","6,745800","6,759100","6,745800","0,080000000000000000",0.08%,,,19/07/17,Wednesday
Thursday,20/07/17,"6,759500","6,753600","6,774400","6,753600","0,110000000000000000",0.11%,,,20/07/17,Thursday
Friday,21/07/17,"6,766900","6,757600","6,770500","6,755500","0,110000000000000000",0.11%,,,21/07/17,Friday
Saturday,22/07/17,"6,761633","6,761300","6,769900","6,753900","-0,003333",,,,22/07/17,Saturday
Sunday,23/07/17,"6,756367","6,765000","6,769300","6,752300","-0,116667",,,,23/07/17,Sunday
Monday,24/07/17,"6,751100","6,768700","6,768700","6,750700","-0,230000000000000000",-0.23%,,,24/07/17,Monday
Tuesday,25/07/17,"6,751100","6,750400","6,756800","6,742500","0,000000000000000000",0.00%,,,25/07/17,Tuesday
Wednesday,26/07/17,"6,753900","6,750400","6,759500","6,750400","0,040000000000000000",0.04%,,,26/07/17,Wednesday
Thursday,27/07/17,"6,743000","6,755000","6,755000","6,725000","-0,160000000000000000",-0.16%,,,27/07/17,Thursday
